Name,State,Status,Provisioned Space,Used Space,Host CPU,Host Mem,Guest Mem - %,Host,Guest OS,DNS Name,Notes
CFSPSMXPD00050,Powered On,Normal,33.76  GB,33.74  GB,482,3103,5,cfsbckpsmesx03.adcfs.capita.co.uk,Microsoft Windows XP Professional (32-bit),CFSPSMXPD00050.prism.capita.co.uk,
CFSPSMXPD00063,Powered On,Normal,53.61  GB,53.34  GB,298,3109,7,cfsbckpsmesx01.adcfs.capita.co.uk,Microsoft Windows XP Professional (32-bit),cfspsmxpd00063.prism.capita.co.uk,
cfspsmxpd0098,Powered On,Normal,15.61  GB,15.6  GB,206,534,50,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows XP Professional (32-bit),cfspsmxpd0098.prism.capita.co.uk,
cfspsmxpdadm01,Powered On,Normal,41.11  GB,41.1  GB,91,1050,11,cfsbckpsmesx03.adcfs.capita.co.uk,Microsoft Windows XP Professional (32-bit),cfspsmxpdadm01.prism.capita.co.uk,
cwserver02,Powered On,Normal,54.67  GB,54.67  GB,46,3175,1,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),cwserver02,
DEVBCKACCAPP01,Powered On,Normal,78.13  GB,58.94  GB,31,8261,0,cfsbckitiesx08.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),DEVBCKACCAPP01.adcfs.capita.co.uk,
DEVBCKAIFSQL01,Powered On,Normal,428.13  GB,168.31  GB,621,8250,5,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),DEVBCKAIFSQL01.adcfs.capita.co.uk,
DEVBCKBZTAPP01,Powered On,Normal,63.13  GB,60.15  GB,414,3080,5,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),devbckbztapp01.adcfs.capita.co.uk,
devbckcowapp01,Powered On,Normal,31.61  GB,21.22  GB,46,1558,10,cfsbckitiesx04.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),devbckcowapp01.adcfs.capita.co.uk,
devbckcowapp02,Powered On,Normal,33.11  GB,32.09  GB,46,3093,4,cfsbckitiesx03.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),devbckcowapp02.adcfs.capita.co.uk,
devbckcrwweb02,Powered On,Normal,31.11  GB,18.3  GB,46,1049,8,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),devbckcrwweb02.adcfs.capita.co.uk,
devbckdimapp01,Powered On,Normal,96.22  GB,77.9  GB,69,6220,3,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),devbckdimapp01.adcfs.capita.co.uk,
devbckdimora02,Powered On,Normal,358.13  GB,348.05  GB,45,8217,2,cfsbckoraesx01.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),DEVBCKDIMORA02.adcfs.capita.co.uk,
DEVBCKHBLAPP02,Powered On,Normal,49.16  GB,46.55  GB,322,4144,6,cfsbckitiesx04.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),DEVBCKHBLAPP02.adcfs.capita.co.uk,
DEVBCKITISQL01,Powered On,Warning,388.13  GB,111.48  GB,2668,8245,8,cfsbckitiesx04.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),DEVBCKITISQL01.adcfs.capita.co.uk,
DEVBCKPANAPP01,Powered On,Normal,106.13  GB,43.47  GB,138,6196,2,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),DEVBCKPANAPP01.adcfs.capita.co.uk,
DEVBCKPANWEB01,Powered On,Alert,106.19  GB,55.34  GB,299,6193,6,cfsbckitiesx01.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),DEVBCKPANWEB01.adcfs.capita.co.uk,
DEVBCKPOESQL01,Powered On,Normal,156.11  GB,44.18  GB,276,5460,4,cfsbckitiesx01.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),DEVBCKPOESQL01.adcfs.capita.co.uk,
DEVBCKPSMAPP01,Powered On,Normal,144.22  GB,69.76  GB,183,4165,3,cfsbckpsmesx03.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),DEVBCKPSMAPP01.prism.capita.co.uk,
DEVBCKPSMAPP02,Powered On,Normal,42.22  GB,26.96  GB,22,2106,5,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),DEVBCKPSMAPP02.adcfs.capita.co.uk,
DEVBCKPSMBIZ01,Powered On,Normal,77.11  GB,76.34  GB,68,4132,6,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 (64-bit),DEVBCKPSMBIZ01.adcfs.capita.co.uk,
DEVBCKPSMBIZ02,Powered On,Normal,154.8  GB,118.09  GB,620,4201,19,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 (64-bit),DEVBCKPSMBIZ02.adcfs.capita.co.uk,
DEVBCKPSMBIZ03,Powered On,Normal,104.22  GB,67.32  GB,505,4161,11,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),DEVBCKPSMBIZ03.adcfs.capita.co.uk,
DEVBCKPSMBIZ04,Powered On,Normal,154.22  GB,51.82  GB,344,4163,9,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),DEVBCKPSMBIZ04.adcfs.capita.co.uk,
DEVBCKPSMBIZ05,Powered On,Normal,104.13  GB,58.41  GB,413,4141,14,cfsbckpsmesx03.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),DEVBCKPSMBIZ05.adcfs.capita.co.uk,CR F1064743
DEVBCKPSMSQL01,Powered On,Normal,164.22  GB,58.49  GB,160,4166,7,cfsbckpsmesx03.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),DEVBCKPSMSQL01.prism.capita.co.uk,
DEVBCKSAGAPP01,Powered On,Normal,51.3  GB,51.25  GB,69,1118,8,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),devbcksagapp01.adcfs.capita.co.uk,
DEVBCKSAGAPP02,Powered On,Normal,76.8  GB,64.45  GB,46,1116,10,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),DEVBCKSAGAPP02.adcfs.capita.co.uk,
DEVBCKSAGWEB01,Powered On,Normal,47.8  GB,39.44  GB,69,2139,4,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),DEVBCKSAGWEB01.adcfs.capita.co.uk,"SageCRM - DEV Web SelfService Portal Web Server - Tony Howard
Sector"
DEVBCKSHPSQL01,Powered On,Normal,264.11  GB,58.54  GB,368,24402,1,cfsbcksglesx02.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),DEVBCKSHPSQL01.SIGNALDEV.adcfs.capita.co.uk,
DEVBCKSHPWEB01,Powered On,Normal,58.11  GB,32.63  GB,46,8250,0,cfsbcksglesx01.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),DEVBCKSHPWEB01.SIGNALDEV.adcfs.capita.co.uk,
devbcksigdcr01,Powered On,Normal,42.16  GB,30.91  GB,115,2087,15,cfsbcksglesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),devbcksigdcr01.SIGNALDEV.adcfs.capita.co.uk,
devbcksigenv02,Powered On,Normal,174.11  GB,173.92  GB,1196,24699,4,cfsbcksglesx01.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),DEVBCKSIGENV02.SIGNALDEV.adcfs.capita.co.uk,
devbcksigsql01,Powered On,Normal,629.15  GB,552.28  GB,552,24698,1,cfsbcksglesx03.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),DEVBCKSIGSQL01.SIGNALDEV.adcfs.capita.co.uk,
devbcksigstg01,Powered On,Normal,67.16  GB,28.18  GB,69,2067,5,cfsbcksglesx01.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),devbcksigstg01.SIGNALDEV.adcfs.capita.co.uk,
DEVBCKSIGWEB01,Powered On,Normal,116.11  GB,42.3  GB,69,15791,0,cfsbcksglesx02.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),DEVBCKSIGWEB01.SIGNALDEV.adcfs.capita.co.uk,
DEVBCKSQLAPP01,Powered On,Normal,143.11  GB,132.63  GB,529,3092,10,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),devbcksqlapp01.adcfs.capita.co.uk,
DEVBCKSSTAPP01,Powered On,Normal,54.11  GB,39.45  GB,90,2441,14,cfsbckwblesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),DEVBCKSSTAPP01.adcfs.capita.co.uk,
DEVBCKSSTAPP03,Powered On,Normal,53.11  GB,29.61  GB,90,2661,22,cfsbckwblesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),devbcksstapp03.adcfs.capita.co.uk,
DEVBCKSSTAPP04,Powered On,Normal,74.22  GB,60.73  GB,180,3688,18,cfsbckwblesx01.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),devbcksstapp04.adcfs.capita.co.uk,
DEVBCKSTIAPP01,Powered On,Normal,42.9  GB,32.4  GB,180,2589,16,cfsbckwblesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),DEVBCKSTIAPP01.adcfs.capita.co.uk,
DEVBCKSTIAPP02,Powered On,Normal,48.11  GB,24.71  GB,60,1909,9,cfsbckwblesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),DEVBCKSTIAPP02.adcfs.capita.co.uk,
DEVBCKSTPSQL01,Powered On,Normal,204.13  GB,182.18  GB,690,8250,8,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),DEVBCKSTPSQL01.adcfs.capita.co.uk,
DEVBECKSQL01,Powered On,Normal,264.11  GB,241.12  GB,276,4114,18,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),DEVBECKSQL01.adcfs.capita.co.uk,IT Infrastructure - DEV SQL Database Server - Nick Harman
DEVLDSDLPAPP01,Powered On,Normal,80.61  GB,28.88  GB,63,392,25,cfsldsesxapp01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),DEVLDSDLPAPP01.adcfs.capita.co.uk,Dolphin Dev Application Server
DEVLDSDLPSPP01,Powered On,Alert,31.11  GB,31.11  GB,48,877,8,cfsldsesxapp03.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),DEVLDSDLPSPP01.adcfs.capita.co.uk,Dolphin Dev Application Server
DEVLDSDLPSQL01,Powered On,Normal,204.11  GB,62.81  GB,96,3268,3,cfsldsesxapp02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),DEVLDSDLPSQL01.adcfs.capita.co.uk,Dolphin Dev/UAT SQL
devpsmactapp01,Powered On,Normal,37.12  GB,33.34  GB,22,2078,9,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),devpsmactapp01.prism.capita.co.uk,
devpsmactapp02,Powered On,Normal,84.12  GB,74.84  GB,91,4137,4,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),devpsmactapp02.prism.capita.co.uk,
devpsmactapp03,Powered On,Warning,19.11  GB,19.09  GB,2230,25,0,cfsbckpsmesx03.adcfs.capita.co.uk,Microsoft Windows XP Professional (32-bit),,
DEVPSMGSPAPP01,Powered On,Normal,32.12  GB,30.53  GB,91,2081,6,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),devpsmgspapp01.prism.capita.co.uk,
devpsmsgiapp01,Powered On,Normal,32.12  GB,31.42  GB,45,2082,9,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),devpsmsgiapp01.prism.capita.co.uk,
DEVPSMSGIAPP03,Powered On,Normal,42.22  GB,24.54  GB,22,2103,11,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),DEVPSMSGIAPP03.prism.capita.co.uk,
DEVPSMSHSAPP01,Powered On,Normal,40.8  GB,35.38  GB,22,3175,8,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 (64-bit),DEVPSMSHSAPP01.prism.capita.co.uk,
DRVBCKCTXAPP01,Powered On,Normal,64.8  GB,64.8  GB,230,1943,4,cfsbckitiesx07.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),DRVBCKCTXAPP01.adcfs.capita.co.uk,
DRVBCKCTXAPP02,Powered On,Normal,64.3  GB,64.3  GB,1219,3159,6,cfsbckitiesx04.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),DRVBCKCTXAPP02.adcfs.capita.co.uk,
DRVBCKCTXAPP03,Powered On,Normal,64.3  GB,64.3  GB,299,2043,3,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),DRVBCKCTXAPP03.adcfs.capita.co.uk,
DRVBCKCTXAPP04,Powered On,Normal,74.3  GB,74.3  GB,230,3000,5,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),drvbckctxapp04.adcfs.capita.co.uk,
DRVBCKCTXAPP05,Powered On,Normal,74.3  GB,74.3  GB,276,1940,3,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),drvbckctxapp05.adcfs.capita.co.uk,
DRVBCKCTXAPP06,Powered On,Normal,73.66  GB,73.66  GB,138,2122,3,cfsbckitiesx03.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),drvbckctxapp06.adcfs.capita.co.uk,
DRVBCKCTXAPP07,Powered On,Normal,73.66  GB,73.66  GB,184,3636,1,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),drvbckctxapp07.adcfs.capita.co.uk,
DRVBCKCTXAPP08,Powered On,Normal,73.66  GB,73.66  GB,207,3635,3,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),drvbckctxapp08.adcfs.capita.co.uk,
DRVBCKCTXAPP09,Powered On,Normal,73.66  GB,73.66  GB,230,3606,7,cfsbckitiesx04.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),drvbckctxapp09.adcfs.capita.co.uk,
DRVBCKCTXAPP10,Powered On,Normal,73.66  GB,73.66  GB,161,3588,5,cfsbckitiesx03.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),drvbckctxapp10.adcfs.capita.co.uk,
DRVEXEITINFS01,Powered On,Normal,562.16  GB,562.16  GB,184,2087,17,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),CFSEXEITINFS01.adcfs.capita.co.uk,Neverfail
IRG_NT3,Powered On,Normal,40.2  GB,40.2  GB,46,1006,7,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows 2000 Server,irg_nt3.capita-irg.net,
irgnt30,Powered On,Warning,105.43  GB,105.43  GB,92,3607,1,cfsbckitiesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),irgnt30.adcfs.capita.co.uk,
lpdevbus,Powered Off,Normal,40.71  GB,25.7  GB,0,0,0,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows 2000 Server,,F1103766
lpdevweb,Powered Off,Normal,41.84  GB,18.87  GB,0,0,0,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),,F1103766
pocbckaprapp01,Powered On,Normal,42.12  GB,26.93  GB,46,2079,15,cfsbckitiesx03.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),POCBCKAPRAPP01.adcfs.capita.co.uk,POC - Ronnie Lewis- built  28/11/14
POCBCKBKEAPP01,Powered On,Normal,52.13  GB,22.62  GB,46,2080,7,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),POCBCKBKEAPP01.adcfs.capita.co.uk,CR F1066086 - CStocking
pocbckrptapp01,Powered On,Alert,42.11  GB,13.6  GB,23,2035,0,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2008 (32-bit),pocbckrptapp01.adcfs.capita.co.uk,
POCBCKSLWAPP01,Powered On,Normal,170.13  GB,74.62  GB,1886,10314,25,cfsbckitiesx03.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),POCBCKSLWAPP01.adcfs.capita.co.uk,
PPDPSMGSPSOP01,Powered On,Normal,31.22  GB,12.6  GB,22,1078,5,cfsbckpsmesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),PPDPSMGSPSOP01.GSPPRI.Capita.co.uk,
PPDPSMGSPSQL01,Powered On,Normal,92.22  GB,45.37  GB,45,2108,6,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),PPDPSMGSPSQL01.GSPPRI.Capita.co.uk,
PPDPSMGSPWEB01,Powered On,Normal,31.22  GB,12.66  GB,22,1080,7,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),ppdpsmgspweb01.GSPPRI.Capita.co.uk,
SITBCKAIFSQL01,Powered On,Normal,478.13  GB,147.05  GB,552,8253,4,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),SITBCKAIFSQL01.adcfs.capita.co.uk,
SITBCKBZTAPP01,Powered On,Normal,17.22  GB,12.66  GB,69,2099,4,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),SITBCKBZTAPP01.adcfs.capita.co.uk,
SITBCKBZTAPP02,Powered On,Normal,17.22  GB,12.56  GB,46,2106,6,cfsbckitiesx04.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),SITBCKBZTAPP02.adcfs.capita.co.uk,
SITBCKBZTSQL01,Powered On,Normal,17.22  GB,12.73  GB,46,2103,6,cfsbckitiesx04.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),SITBCKBZTSQL01.adcfs.capita.co.uk,
SITBCKBZTSQL02,Powered On,Normal,17.22  GB,12.78  GB,69,2105,4,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),SITCKBZTSQL02.adcfs.capita.co.uk,
SITBCKCOWAPP01,Powered On,Normal,84.12  GB,47.92  GB,459,4138,7,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),SITBCKCOWAPP01.prism.capita.co.uk,
SITBCKCOWWEB01,Powered On,Normal,84.12  GB,26.98  GB,22,4130,4,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),SITBCKCOWWEB01.prism.capita.co.uk,
SITBCKPANAPP01,Powered On,Normal,102.22  GB,29.47  GB,69,2100,12,cfsbckitiesx03.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),SITBCKPANAPP01.adcfs.capita.co.uk,
SITBCKPANWEB01,Powered On,Normal,106.22  GB,55.37  GB,92,6220,6,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),SITBCKPANWEB01.adcfs.capita.co.uk,
SITBCKPSMAPP01,Powered On,Normal,44.13  GB,43.63  GB,275,4137,21,cfsbckpsmesx03.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),SITBCKPSMAPP01.adcfs.capita.co.uk,
SITBCKPSMAPP02,Powered On,Normal,44.12  GB,35.39  GB,114,4127,3,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),SITBCKPSMAPP02.adcfs.capita.co.uk,"Please leave this server powered off.
Speak to Dan Alder as this server is not needed at present."
SITBCKPSMBIZ01,Powered On,Normal,42.22  GB,42.08  GB,45,2102,10,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),SITBCKPSMBIZ01.adcfs.capita.co.uk,
sitbckpsmbiz01_clone,Powered Off,Normal,42.32  GB,39.86  GB,0,0,0,cfsbckpsmesx01.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),,
SITBCKPSMREU01,Powered On,Normal,32.8  GB,31.95  GB,45,2146,20,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 (64-bit),SITBCKPSMREU01.adcfs.capita.co.uk,
SITBCKPSMSQL01,Powered On,Normal,97.22  GB,73.16  GB,206,2106,21,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),SITBCKPSMSQL01.adcfs.capita.co.uk,
sitbckpsmsql01_clone,Powered Off,Normal,97.32  GB,59.76  GB,0,0,0,cfsbckpsmesx01.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),,
SITBCKSHPSQL01,Powered On,Normal,264.11  GB,58.55  GB,391,24204,1,cfsbcksglesx01.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),SITBCKSHPSQL01.SIGNALDEV.adcfs.capita.co.uk,
SITBCKSHPWEB01,Powered On,Normal,58.11  GB,32.75  GB,46,8250,1,cfsbcksglesx01.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),SITBCKSHPWEB01.SIGNALDEV.adcfs.capita.co.uk,
sitbcksigsps02,Powered On,Normal,156.52  GB,154.85  GB,1035,14582,12,cfsbcksglesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),SITBCKSIGSPS02.SIGNALDEV.adcfs.capita.co.uk,
sitbcksigsql02,Powered On,Normal,559.2  GB,526.92  GB,1978,24680,7,cfsbcksglesx01.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),sitbcksigsql02.SIGNALDEV.adcfs.capita.co.uk,
SITBCKSIGWEB01,Powered On,Normal,116.11  GB,43.26  GB,46,16473,0,cfsbcksglesx02.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),SITBCKSIGWEB01.SIGNALDEV.adcfs.capita.co.uk,
sitbcksigweb02,Powered On,Normal,142.48  GB,141.59  GB,368,12366,4,cfsbcksglesx01.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),SITBCKSIGWEB02.SIGNALDEV.adcfs.capita.co.uk,
SITBCKSSTAPP01,Powered On,Normal,48.11  GB,31.27  GB,60,2759,4,cfsbckwblesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),SITBCKSSTAPP01.adcfs.capita.co.uk,System Intergration Test FAR
SITBCKSSTAPP02,Powered On,Normal,48.11  GB,28.65  GB,120,1718,5,cfsbckwblesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),SITBCKSSTAPP02.adcfs.capita.co.uk,System Intergration Test FAR
SITBCKSSTAPP03,Powered On,Normal,74.22  GB,58.22  GB,150,3801,9,cfsbckwblesx01.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),SITBCKSSTAPP03.adcfs.capita.co.uk,
SITBCKSTIAPP01,Powered On,Normal,49.11  GB,34.62  GB,240,3591,6,cfsbckwblesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),SITBCKSTIAPP01.adcfs.capita.co.uk,
SITBCKSTIAPP02,Powered On,Normal,49.11  GB,30.27  GB,120,3259,2,cfsbckwblesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),SITBCKSTIAPP02.adcfs.capita.co.uk,
SITBCKSTPSQL01,Powered On,Normal,386.13  GB,205.07  GB,874,6197,16,cfsbckitiesx04.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),SITBCKSTPSQL01.adcfs.capita.co.uk,
SITBCKUVSAPP01,Powered On,Normal,33.66  GB,33.66  GB,1840,3093,14,cfsbckitiesx07.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),SITBCKUVSAPP01.adcfs.capita.co.uk,
SITLDSCFGAPP01,Powered On,Alert,54.16  GB,54.16  GB,288,3324,6,cfsldsesxapp03.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),SITLDSCFGAPP01.adcfs.capita.co.uk,
SITLDSCFGWEB01,Powered On,Normal,51.16  GB,51.16  GB,96,871,11,cfsldsesxapp02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),SITLDSCFGWEB01.adcfs.capita.co.uk,
StoreOnceVSA,Powered On,Normal,1.06  TB,1.06  TB,529,15449,6,cfsbckitiesx05.adcfs.capita.co.uk,Red Hat Enterprise Linux 5 (64-bit),HP2492B30D54,
TenableAppliance,Powered On,Normal,47.11  GB,16.91  GB,29,2014,0,cfsdkpitiesx02.adcfs.capita.co.uk,Other 2.6.x Linux (64-bit),CFSIBXSECAPP01,"The TenableAppliance is a browser-managed virtual machine that hosts various Tenable enterprise applications including Nessus, SecurityCenter (SC), and the Passive Vulnerability Scanner (PVS).

Please email any comments and suggestions to support@tenable.com."
TMPBCKITIAPP01,Powered On,Normal,43.11  GB,24.34  GB,69,3072,3,cfsbckitiesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),TMPBCKITIAPP01.adcfs.capita.co.uk,
tmpbcksagweb01,Powered On,Normal,42.11  GB,28.24  GB,69,2079,4,cfsbckitiesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),TMPBCKSAGWEB01.adcfs.capita.co.uk,
TRNPSMSSVAPP01,Powered On,Normal,34.13  GB,33.95  GB,68,2081,12,cfsbckpsmesx01.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),TRNPSMSSVAPP01.adcfs.capita.co.uk,
TSTBCKAIFSQL01,Powered On,Normal,478.13  GB,292.77  GB,575,8253,11,cfsbckitiesx07.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),TSTBCKAIFSQL01.adcfs.capita.co.uk,
TSTBCKBZTAPP01,Powered On,Normal,153.11  GB,33.63  GB,437,8228,2,cfsbckitiesx07.adcfs.capita.co.uk,Microsoft Windows Server 2003 (32-bit),tstbckbztapp01.adcfs.capita.co.uk,
TSTBCKBZTAPP02,Powered On,Normal,60.14  GB,34.33  GB,1702,2111,21,cfsbckitiesx04.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),TSTBCKBZTAPP02.adcfs.capita.co.uk,
TSTBCKBZTAPP10,Powered On,Normal,103.8  GB,67.29  GB,782,3176,13,cfsbckitiesx07.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),TSTBCKBZTAPP10.adcfs.capita.co.uk,
TSTBCKBZTSQL02,Powered On,Normal,164.11  GB,164.11  GB,943,3077,8,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),TSTBCKBZTSQL02.adcfs.capita.co.uk,
TSTBCKCFGAPP01,Powered On,Normal,54.11  GB,28.55  GB,414,4133,20,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),TSTBCKCFGAPP01.adcfs.capita.co.uk,
